"specRPName","rpName","packageName","defaultTag","previewTags","stableTags","latestPreviewTag","latestStableTag","directives","sdkAutorestFailure","generateToolFailure","sdkCodeBuild","sdkGenerationError","testAutorestFailure","testCodeBuild","testGenerationError","listOfTestCase","listOfPassCase","listOfSkipCase","listOfFailCase","listOfFailExample","listOfFailCaseType","numOfTestCase","numOfPassCase","numOfFailCase","numOfSkipCase","passRate","failRate","skipRate","codeCoverage","testExecutionError"
"adhybridhealthservice","adhybridhealthservice","armadhybridhealthservice","package-2014-01","","package-2014-01","","package-2014-01","","","","","","fatal   | Error: Enum 'nextPartitionKey' cannot have a value ' ' that result in an empty name. Use x-ms-enum.values to specify the name of the values.
fatal   | Process() cancelled due to failure ","","×","","","","","","","0","0","0","0","0","0","0","0",""
"adp","adp","armadp","package-2021-11-01-preview","package-2021-11-01-preview
package-2021-02-01-preview
package-2020-07-01-preview","","package-2021-11-01-preview","","","","","","","","","","TestOperations_List
TestAccounts_CheckNameAvailability
TestAccounts_List
TestAccounts_ListByResourceGroup
TestAccounts_Get
TestAccounts_Update
TestAccounts_CreateOrUpdate
TestAccounts_Delete
TestDataPools_List
TestDataPools_Get
TestDataPools_Update
TestDataPools_CreateOrUpdate
TestDataPools_Delete","TestOperations_List
TestAccounts_CheckNameAvailability
TestAccounts_List
TestAccounts_ListByResourceGroup
TestAccounts_Get
TestAccounts_Update
TestAccounts_CreateOrUpdate
TestAccounts_Delete
TestDataPools_List
TestDataPools_Get
TestDataPools_Update
TestDataPools_CreateOrUpdate
TestDataPools_Delete","","","","","13","13","0","0","1","0","0","54.8",""
"advisor","advisor","armadvisor","package-2020-01","package-2020-07-preview
package-2016-07-preview","package-2020-01
package-2017-04
package-2017-03","package-2020-07-preview","package-2020-01","","","","","","","","","TestRecommendationMetadata_Get
TestRecommendationMetadata_List
TestConfigurations_ListBySubscription
TestConfigurations_CreateInSubscription
TestConfigurations_ListByResourceGroup
TestConfigurations_CreateInResourceGroup
TestRecommendations_Generate
TestRecommendations_GetGenerateStatus
TestRecommendations_List
TestRecommendations_Get
TestOperations_List
TestSuppressions_Get
TestSuppressions_Create
TestSuppressions_Delete
TestSuppressions_List","TestRecommendationMetadata_Get
TestRecommendationMetadata_List
TestConfigurations_ListBySubscription
TestConfigurations_CreateInSubscription
TestConfigurations_ListByResourceGroup
TestConfigurations_CreateInResourceGroup
TestRecommendations_Generate
TestSuppressions_Get
TestSuppressions_Create
TestSuppressions_Delete
TestSuppressions_List","TestOperations_List","TestRecommendations_GetGenerateStatus
TestRecommendations_List
TestRecommendations_Get","specification/advisor/resource-manager/Microsoft.Advisor/stable/2020-01-01/examples/EmptyResponse.json: GET https://localhost
specification/advisor/resource-manager/Microsoft.Advisor/stable/2020-01-01/examples/ListRecommendations.json: unmarshalling type *armadvisor.ResourceRecommendationBaseListResult: json
specification/advisor/resource-manager/Microsoft.Advisor/stable/2020-01-01/examples/GetRecommendationDetail.json: unmarshalling type *armadvisor.ResourceRecommendationBase: json","Invalid fomat
Object additional property with wrong example value
Object additional property with wrong example value","15","11","3","1","0.7333333333333333","0.2","0.06666666666666667","59.1","×"
"agrifood","agrifood","armagrifood","package-2020-05-12-preview","package-2020-05-12-preview","","package-2020-05-12-preview","","","","","","","","","","TestExtensions_Create
TestExtensions_Get
TestExtensions_Update
TestExtensions_Delete
TestExtensions_ListByFarmBeats
TestFarmBeatsExtensions_List
TestFarmBeatsExtensions_Get
TestFarmBeatsModels_Get
TestFarmBeatsModels_CreateOrUpdate
TestFarmBeatsModels_Update
TestFarmBeatsModels_Delete
TestFarmBeatsModels_ListBySubscription
TestFarmBeatsModels_ListByResourceGroup
TestLocations_CheckNameAvailability
TestOperations_List","TestExtensions_Create
TestExtensions_Get
TestExtensions_Update
TestExtensions_Delete
TestExtensions_ListByFarmBeats
TestFarmBeatsExtensions_List
TestFarmBeatsExtensions_Get
TestFarmBeatsModels_Get
TestFarmBeatsModels_CreateOrUpdate
TestFarmBeatsModels_Update
TestFarmBeatsModels_Delete
TestFarmBeatsModels_ListBySubscription
TestFarmBeatsModels_ListByResourceGroup
TestLocations_CheckNameAvailability
TestOperations_List","","","","","15","15","0","0","1","0","0","65.6",""
"alertsmanagement","alertsmanagement","armalertsmanagement","package-preview-2021-08","package-preview-2021-08
package-preview-2021-01
package-preview-2019-05
package-2020-08-04-preview
package-2019-06-preview
package-2018-05-preview","package-2021-04-only
package-2019-06
package-2019-03
package-2018-05","package-preview-2021-08","package-2021-04-only","","","","","","","","","TestAlertProcessingRules_ListBySubscription
TestAlertProcessingRules_ListByResourceGroup
TestAlertProcessingRules_GetByName
TestAlertProcessingRules_CreateOrUpdate
TestAlertProcessingRules_Delete
TestAlertProcessingRules_Update
TestOperations_List
TestAlerts_MetaData
TestAlerts_GetAll
TestAlerts_ChangeState
TestAlerts_GetHistory
TestAlerts_GetSummary
TestSmartGroups_GetAll
TestSmartGroups_ChangeState
TestSmartGroups_GetHistory","TestAlertProcessingRules_ListBySubscription
TestAlertProcessingRules_ListByResourceGroup
TestAlertProcessingRules_GetByName
TestAlertProcessingRules_CreateOrUpdate
TestAlertProcessingRules_Delete
TestAlertProcessingRules_Update
TestAlerts_MetaData
TestAlerts_GetAll
TestAlerts_ChangeState
TestAlerts_GetHistory
TestAlerts_GetSummary
TestSmartGroups_GetAll
TestSmartGroups_ChangeState
TestSmartGroups_GetHistory","TestOperations_List","","","","15","14","0","1","0.9333333333333333","0","0.06666666666666667","58.7",""
"analysisservices","analysisservices","armanalysisservices","package-2017-08","","package-2017-08-beta
package-2017-08
package-2017-07
package-2016-05","","package-2017-08-beta","","","","","","","","","TestServers_GetDetails
TestServers_Create
TestServers_Delete
TestServers_Update
TestServers_Suspend
TestServers_Resume
TestServers_ListByResourceGroup
TestServers_List
TestServers_ListGatewayStatus
TestServers_DissociateGateway
TestServers_CheckNameAvailability
TestServers_ListOperationResults
TestServers_ListOperationStatuses
TestOperations_List","TestServers_GetDetails
TestServers_Create
TestServers_Delete
TestServers_Update
TestServers_Suspend
TestServers_Resume
TestServers_ListByResourceGroup
TestServers_List
TestServers_ListGatewayStatus
TestServers_DissociateGateway
TestServers_CheckNameAvailability
TestServers_ListOperationResults
TestServers_ListOperationStatuses","TestOperations_List","","","","14","13","0","1","0.9285714285714286","0","0.07142857142857142","49.6",""
"apimanagement","apimanagement","armapimanagement","package-preview-2021-04","package-preview-2021-04
package-preview-2021-01
package-preview-2020-06
package-preview-2019-12
package-2018-06-preview","package-2021-08
package-2020-12
package-2019-12
package-2019-01
package-2018-01
package-2017-03
package-2016-10
package-2016-07","package-preview-2021-04","package-2021-08","","","","","","","","","TestAPI_ListByService
TestAPI_GetEntityTag
TestAPI_Get
TestAPI_CreateOrUpdate
TestAPI_Update
TestAPI_Delete
TestAPI_ListByTags
TestAPIRevision_ListByService
TestAPIRelease_ListByService
TestAPIRelease_GetEntityTag
TestAPIRelease_Get
TestAPIRelease_CreateOrUpdate
TestAPIRelease_Update
TestAPIRelease_Delete
TestAPIOperation_GetEntityTag
TestAPIOperation_Get
TestAPIOperation_CreateOrUpdate
TestAPIOperation_Update
TestAPIOperation_Delete
TestAPIOperationPolicy_ListByOperation
TestAPIOperationPolicy_GetEntityTag
TestAPIOperationPolicy_Get
TestAPIOperationPolicy_CreateOrUpdate
TestAPIOperationPolicy_Delete
TestTag_ListByOperation
TestTag_GetEntityStateByOperation
TestTag_GetByOperation
TestTag_AssignToOperation
TestTag_DetachFromOperation
TestTag_ListByProduct
TestTag_GetEntityStateByProduct
TestTag_GetByProduct
TestTag_AssignToProduct
TestTag_DetachFromProduct
TestTag_ListByService
TestTag_GetEntityState
TestTag_Get
TestTag_CreateOrUpdate
TestTag_Update
TestTag_Delete
TestAPIProduct_ListByApis
TestAPIPolicy_GetEntityTag
TestAPIPolicy_Get
TestAPIPolicy_CreateOrUpdate
TestAPIPolicy_Delete
TestAPISchema_GetEntityTag
TestAPISchema_Get
TestAPISchema_CreateOrUpdate
TestAPISchema_Delete
TestAPIDiagnostic_ListByService
TestAPIDiagnostic_GetEntityTag
TestAPIDiagnostic_Get
TestAPIDiagnostic_CreateOrUpdate
TestAPIDiagnostic_Update
TestAPIDiagnostic_Delete
TestAPIIssue_ListByService
TestAPIIssue_GetEntityTag
TestAPIIssue_Get
TestAPIIssue_CreateOrUpdate
TestAPIIssue_Update
TestAPIIssue_Delete
TestAPIIssueComment_ListByService
TestAPIIssueComment_GetEntityTag
TestAPIIssueComment_Get
TestAPIIssueComment_CreateOrUpdate
TestAPIIssueComment_Delete
TestAPIIssueAttachment_ListByService
TestAPIIssueAttachment_GetEntityTag
TestAPIIssueAttachment_Get
TestAPIIssueAttachment_CreateOrUpdate
TestAPIIssueAttachment_Delete
TestAPITagDescription_ListByService
TestAPITagDescription_GetEntityTag
TestAPITagDescription_Get
TestAPITagDescription_CreateOrUpdate
TestAPITagDescription_Delete
TestOperation_ListByTags
TestAPIExport_Get
TestAPIVersionSet_ListByService
TestAPIVersionSet_GetEntityTag
TestAPIVersionSet_Get
TestAPIVersionSet_CreateOrUpdate
TestAPIVersionSet_Update
TestAPIVersionSet_Delete
TestAuthorizationServer_ListByService
TestAuthorizationServer_GetEntityTag
TestAuthorizationServer_Get
TestAuthorizationServer_CreateOrUpdate
TestAuthorizationServer_Update
TestAuthorizationServer_Delete
TestAuthorizationServer_ListSecrets
TestBackend_ListByService
TestBackend_GetEntityTag
TestBackend_Get
TestBackend_CreateOrUpdate
TestBackend_Update
TestBackend_Delete
TestBackend_Reconnect
TestCache_ListByService
TestCache_GetEntityTag
TestCache_Get
TestCache_CreateOrUpdate
TestCache_Update
TestCache_Delete
TestCertificate_ListByService
TestCertificate_GetEntityTag
TestCertificate_Get
TestCertificate_CreateOrUpdate
TestCertificate_Delete
TestCertificate_RefreshSecret
TestAPIManagementClient_PerformConnectivityCheckAsync
TestContentType_ListByService
TestContentType_Get
TestContentType_CreateOrUpdate
TestContentType_Delete
TestContentItem_ListByService
TestContentItem_GetEntityTag
TestContentItem_Get
TestContentItem_CreateOrUpdate
TestContentItem_Delete
TestDeletedServices_ListBySubscription
TestDeletedServices_GetByName
TestDeletedServices_Purge
TestAPIManagementOperations_List
TestAPIManagementService_Restore
TestAPIManagementService_Backup
TestAPIManagementService_CreateOrUpdate
TestAPIManagementService_Update
TestAPIManagementService_Get
TestAPIManagementService_Delete
TestAPIManagementService_ListByResourceGroup
TestAPIManagementService_List
TestAPIManagementService_GetSsoToken
TestAPIManagementService_CheckNameAvailability
TestAPIManagementService_GetDomainOwnershipIdentifier
TestAPIManagementService_ApplyNetworkConfigurationUpdates
TestDiagnostic_ListByService
TestDiagnostic_GetEntityTag
TestDiagnostic_Get
TestDiagnostic_CreateOrUpdate
TestDiagnostic_Update
TestDiagnostic_Delete
TestEmailTemplate_ListByService
TestEmailTemplate_GetEntityTag
TestEmailTemplate_Get
TestEmailTemplate_CreateOrUpdate
TestEmailTemplate_Update
TestEmailTemplate_Delete
TestGateway_ListByService
TestGateway_GetEntityTag
TestGateway_Get
TestGateway_CreateOrUpdate
TestGateway_Update
TestGateway_Delete
TestGateway_ListKeys
TestGateway_RegenerateKey
TestGateway_GenerateToken
TestGatewayHostnameConfiguration_ListByService
TestGatewayHostnameConfiguration_GetEntityTag
TestGatewayHostnameConfiguration_Get
TestGatewayHostnameConfiguration_CreateOrUpdate
TestGatewayHostnameConfiguration_Delete
TestGatewayAPI_ListByService
TestGatewayAPI_GetEntityTag
TestGatewayAPI_CreateOrUpdate
TestGatewayAPI_Delete
TestGatewayCertificateAuthority_ListByService
TestGatewayCertificateAuthority_GetEntityTag
TestGatewayCertificateAuthority_Get
TestGatewayCertificateAuthority_CreateOrUpdate
TestGatewayCertificateAuthority_Delete
TestGroup_ListByService
TestGroup_GetEntityTag
TestGroup_Get
TestGroup_CreateOrUpdate
TestGroup_Update
TestGroup_Delete
TestGroupUser_List
TestGroupUser_CheckEntityExists
TestGroupUser_Create
TestGroupUser_Delete
TestIdentityProvider_ListByService
TestIdentityProvider_GetEntityTag
TestIdentityProvider_Get
TestIdentityProvider_CreateOrUpdate
TestIdentityProvider_Update
TestIdentityProvider_Delete
TestIdentityProvider_ListSecrets
TestIssue_ListByService
TestIssue_Get
TestLogger_ListByService
TestLogger_GetEntityTag
TestLogger_Get
TestLogger_CreateOrUpdate
TestLogger_Update
TestLogger_Delete
TestNamedValue_ListByService
TestNamedValue_GetEntityTag
TestNamedValue_Get
TestNamedValue_CreateOrUpdate
TestNamedValue_Update
TestNamedValue_Delete
TestNamedValue_ListValue
TestNamedValue_RefreshSecret
TestNetworkStatus_ListByService
TestNetworkStatus_ListByLocation
TestNotification_ListByService
TestNotification_Get
TestNotification_CreateOrUpdate
TestNotificationRecipientUser_ListByNotification
TestNotificationRecipientUser_CheckEntityExists
TestNotificationRecipientUser_CreateOrUpdate
TestNotificationRecipientUser_Delete
TestNotificationRecipientEmail_ListByNotification
TestNotificationRecipientEmail_CheckEntityExists
TestNotificationRecipientEmail_CreateOrUpdate
TestNotificationRecipientEmail_Delete
TestOpenIDConnectProvider_ListByService
TestOpenIDConnectProvider_GetEntityTag
TestOpenIDConnectProvider_Get
TestOpenIDConnectProvider_CreateOrUpdate
TestOpenIDConnectProvider_Update
TestOpenIDConnectProvider_Delete
TestOpenIDConnectProvider_ListSecrets
TestOutboundNetworkDependenciesEndpoints_ListByService
TestPolicy_ListByService
TestPolicy_GetEntityTag
TestPolicy_Get
TestPolicy_CreateOrUpdate
TestPolicy_Delete
TestPolicyDescription_ListByService
TestPortalRevision_ListByService
TestPortalRevision_GetEntityTag
TestPortalRevision_Get
TestPortalRevision_CreateOrUpdate
TestPortalRevision_Update
TestPortalSettings_ListByService
TestSignInSettings_GetEntityTag
TestSignInSettings_Get
TestSignInSettings_Update
TestSignInSettings_CreateOrUpdate
TestSignUpSettings_GetEntityTag
TestSignUpSettings_Get
TestSignUpSettings_Update
TestSignUpSettings_CreateOrUpdate
TestDelegationSettings_GetEntityTag
TestDelegationSettings_Get
TestDelegationSettings_Update
TestDelegationSettings_CreateOrUpdate
TestDelegationSettings_ListSecrets
TestPrivateEndpointConnection_ListByService
TestPrivateEndpointConnection_GetByName
TestPrivateEndpointConnection_CreateOrUpdate
TestPrivateEndpointConnection_Delete
TestPrivateEndpointConnection_ListPrivateLinkResources
TestPrivateEndpointConnection_GetPrivateLinkResource
TestProduct_ListByService
TestProduct_GetEntityTag
TestProduct_Get
TestProduct_CreateOrUpdate
TestProduct_Update
TestProduct_Delete
TestProduct_ListByTags
TestProductAPI_ListByProduct
TestProductAPI_CheckEntityExists
TestProductAPI_CreateOrUpdate
TestProductAPI_Delete
TestProductGroup_ListByProduct
TestProductGroup_CheckEntityExists
TestProductGroup_CreateOrUpdate
TestProductGroup_Delete
TestProductSubscriptions_List
TestProductPolicy_ListByProduct
TestProductPolicy_GetEntityTag
TestProductPolicy_Get
TestProductPolicy_CreateOrUpdate
TestProductPolicy_Delete
TestQuotaByCounterKeys_ListByService
TestQuotaByCounterKeys_Update
TestQuotaByPeriodKeys_Get
TestQuotaByPeriodKeys_Update
TestRegion_ListByService
TestReports_ListByUser
TestReports_ListByOperation
TestReports_ListByProduct
TestReports_ListByGeo
TestReports_ListBySubscription
TestReports_ListByTime
TestReports_ListByRequest
TestGlobalSchema_ListByService
TestGlobalSchema_GetEntityTag
TestGlobalSchema_Get
TestGlobalSchema_CreateOrUpdate
TestGlobalSchema_Delete
TestTenantSettings_ListByService
TestTenantSettings_Get
TestAPIManagementSKUs_List
TestSubscription_List
TestSubscription_GetEntityTag
TestSubscription_Get
TestSubscription_CreateOrUpdate
TestSubscription_Update
TestSubscription_Delete
TestSubscription_RegeneratePrimaryKey
TestSubscription_RegenerateSecondaryKey
TestSubscription_ListSecrets
TestTagResource_ListByService
TestTenantAccess_ListByService
TestTenantAccess_GetEntityTag
TestTenantAccess_Get
TestTenantAccess_Create
TestTenantAccess_Update
TestTenantAccess_RegeneratePrimaryKey
TestTenantAccess_RegenerateSecondaryKey
TestTenantAccess_ListSecrets
TestTenantAccessGit_RegeneratePrimaryKey
TestTenantAccessGit_RegenerateSecondaryKey
TestTenantConfiguration_Deploy
TestTenantConfiguration_Save
TestTenantConfiguration_Validate
TestTenantConfiguration_GetSyncState
TestUser_ListByService
TestUser_GetEntityTag
TestUser_Get
TestUser_CreateOrUpdate
TestUser_Update
TestUser_Delete
TestUser_GetSharedAccessToken
TestUserGroup_List
TestUserSubscription_List
TestUserSubscription_Get
TestUserIdentities_List
TestUserConfirmationPassword_Send","TestAPI_ListByService
TestAPI_GetEntityTag
TestAPI_Get
TestAPI_CreateOrUpdate
TestAPI_Update
TestAPI_Delete
TestAPI_ListByTags
TestAPIRevision_ListByService
TestAPIRelease_ListByService
TestAPIRelease_GetEntityTag
TestAPIRelease_Get
TestAPIRelease_CreateOrUpdate
TestAPIRelease_Update
TestAPIRelease_Delete
TestAPIOperation_GetEntityTag
TestAPIOperation_Get
TestAPIOperation_CreateOrUpdate
TestAPIOperation_Update
TestAPIOperation_Delete
TestAPIOperationPolicy_ListByOperation
TestAPIOperationPolicy_GetEntityTag
TestAPIOperationPolicy_Get
TestAPIOperationPolicy_CreateOrUpdate
TestAPIOperationPolicy_Delete
TestTag_ListByOperation
TestTag_GetEntityStateByOperation
TestTag_GetByOperation
TestTag_AssignToOperation
TestTag_DetachFromOperation
TestTag_ListByProduct
TestTag_GetEntityStateByProduct
TestTag_GetByProduct
TestTag_AssignToProduct
TestTag_DetachFromProduct
TestTag_ListByService
TestTag_GetEntityState
TestTag_Get
TestTag_CreateOrUpdate
TestTag_Update
TestTag_Delete
TestAPIProduct_ListByApis
TestAPIPolicy_GetEntityTag
TestAPIPolicy_Get
TestAPIPolicy_CreateOrUpdate
TestAPIPolicy_Delete
TestAPISchema_GetEntityTag
TestAPISchema_Get
TestAPISchema_CreateOrUpdate
TestAPISchema_Delete
TestAPIDiagnostic_ListByService
TestAPIDiagnostic_GetEntityTag
TestAPIDiagnostic_Get
TestAPIDiagnostic_CreateOrUpdate
TestAPIDiagnostic_Update
TestAPIDiagnostic_Delete
TestAPIIssue_ListByService
TestAPIIssue_GetEntityTag
TestAPIIssue_Get
TestAPIIssue_CreateOrUpdate
TestAPIIssue_Update
TestAPIIssue_Delete
TestAPIIssueComment_ListByService
TestAPIIssueComment_GetEntityTag
TestAPIIssueComment_Get
TestAPIIssueComment_CreateOrUpdate
TestAPIIssueComment_Delete
TestAPIIssueAttachment_ListByService
TestAPIIssueAttachment_GetEntityTag
TestAPIIssueAttachment_Get
TestAPIIssueAttachment_CreateOrUpdate
TestAPIIssueAttachment_Delete
TestAPITagDescription_ListByService
TestAPITagDescription_GetEntityTag
TestAPITagDescription_Get
TestAPITagDescription_CreateOrUpdate
TestAPITagDescription_Delete
TestOperation_ListByTags
TestAPIExport_Get
TestAPIVersionSet_ListByService
TestAPIVersionSet_GetEntityTag
TestAPIVersionSet_Get
TestAPIVersionSet_CreateOrUpdate
TestAPIVersionSet_Update
TestAPIVersionSet_Delete
TestAuthorizationServer_ListByService
TestAuthorizationServer_GetEntityTag
TestAuthorizationServer_Get
TestAuthorizationServer_CreateOrUpdate
TestAuthorizationServer_Update
TestAuthorizationServer_Delete
TestAuthorizationServer_ListSecrets
TestBackend_ListByService
TestBackend_GetEntityTag
TestBackend_Get
TestBackend_CreateOrUpdate
TestBackend_Update
TestBackend_Delete
TestBackend_Reconnect
TestCache_ListByService
TestCache_GetEntityTag
TestCache_Get
TestCache_CreateOrUpdate
TestCache_Update
TestCache_Delete
TestCertificate_ListByService
TestCertificate_GetEntityTag
TestCertificate_Get
TestCertificate_CreateOrUpdate
TestCertificate_Delete
TestCertificate_RefreshSecret
TestAPIManagementClient_PerformConnectivityCheckAsync
TestContentType_Delete
TestContentItem_ListByService
TestContentItem_GetEntityTag
TestContentItem_Get
TestContentItem_CreateOrUpdate
TestContentItem_Delete
TestDeletedServices_ListBySubscription
TestDeletedServices_GetByName
TestDeletedServices_Purge
TestAPIManagementOperations_List
TestAPIManagementService_Restore
TestAPIManagementService_Backup
TestAPIManagementService_CreateOrUpdate
TestAPIManagementService_Update
TestAPIManagementService_Get
TestAPIManagementService_Delete
TestAPIManagementService_ListByResourceGroup
TestAPIManagementService_List
TestAPIManagementService_GetSsoToken
TestAPIManagementService_CheckNameAvailability
TestAPIManagementService_GetDomainOwnershipIdentifier
TestAPIManagementService_ApplyNetworkConfigurationUpdates
TestDiagnostic_ListByService
TestDiagnostic_GetEntityTag
TestDiagnostic_Get
TestDiagnostic_CreateOrUpdate
TestDiagnostic_Update
TestDiagnostic_Delete
TestEmailTemplate_ListByService
TestEmailTemplate_GetEntityTag
TestEmailTemplate_Get
TestEmailTemplate_CreateOrUpdate
TestEmailTemplate_Update
TestEmailTemplate_Delete
TestGateway_ListByService
TestGateway_GetEntityTag
TestGateway_Get
TestGateway_CreateOrUpdate
TestGateway_Update
TestGateway_Delete
TestGateway_ListKeys
TestGateway_RegenerateKey
TestGateway_GenerateToken
TestGatewayHostnameConfiguration_ListByService
TestGatewayHostnameConfiguration_GetEntityTag
TestGatewayHostnameConfiguration_Get
TestGatewayHostnameConfiguration_CreateOrUpdate
TestGatewayHostnameConfiguration_Delete
TestGatewayAPI_ListByService
TestGatewayAPI_GetEntityTag
TestGatewayAPI_CreateOrUpdate
TestGatewayAPI_Delete
TestGatewayCertificateAuthority_ListByService
TestGatewayCertificateAuthority_GetEntityTag
TestGatewayCertificateAuthority_Get
TestGatewayCertificateAuthority_CreateOrUpdate
TestGatewayCertificateAuthority_Delete
TestGroup_ListByService
TestGroup_GetEntityTag
TestGroup_Get
TestGroup_CreateOrUpdate
TestGroup_Update
TestGroup_Delete
TestGroupUser_List
TestGroupUser_CheckEntityExists
TestGroupUser_Create
TestGroupUser_Delete
TestIdentityProvider_ListByService
TestIdentityProvider_GetEntityTag
TestIdentityProvider_Get
TestIdentityProvider_CreateOrUpdate
TestIdentityProvider_Update
TestIdentityProvider_Delete
TestIdentityProvider_ListSecrets
TestIssue_ListByService
TestIssue_Get
TestLogger_ListByService
TestLogger_GetEntityTag
TestLogger_Get
TestLogger_CreateOrUpdate
TestLogger_Update
TestLogger_Delete
TestNamedValue_ListByService
TestNamedValue_GetEntityTag
TestNamedValue_Get
TestNamedValue_CreateOrUpdate
TestNamedValue_Update
TestNamedValue_Delete
TestNamedValue_ListValue
TestNamedValue_RefreshSecret
TestNetworkStatus_ListByService
TestNetworkStatus_ListByLocation
TestNotification_ListByService
TestNotification_Get
TestNotification_CreateOrUpdate
TestNotificationRecipientUser_ListByNotification
TestNotificationRecipientUser_CheckEntityExists
TestNotificationRecipientUser_CreateOrUpdate
TestNotificationRecipientUser_Delete
TestNotificationRecipientEmail_ListByNotification
TestNotificationRecipientEmail_CheckEntityExists
TestNotificationRecipientEmail_CreateOrUpdate
TestNotificationRecipientEmail_Delete
TestOpenIDConnectProvider_ListByService
TestOpenIDConnectProvider_GetEntityTag
TestOpenIDConnectProvider_Get
TestOpenIDConnectProvider_CreateOrUpdate
TestOpenIDConnectProvider_Update
TestOpenIDConnectProvider_Delete
TestOpenIDConnectProvider_ListSecrets
TestOutboundNetworkDependenciesEndpoints_ListByService
TestPolicy_ListByService
TestPolicy_GetEntityTag
TestPolicy_Get
TestPolicy_CreateOrUpdate
TestPolicy_Delete
TestPolicyDescription_ListByService
TestPortalRevision_ListByService
TestPortalRevision_GetEntityTag
TestPortalRevision_Get
TestPortalRevision_CreateOrUpdate
TestPortalRevision_Update
TestPortalSettings_ListByService
TestSignInSettings_GetEntityTag
TestSignInSettings_Get
TestSignInSettings_Update
TestSignInSettings_CreateOrUpdate
TestSignUpSettings_GetEntityTag
TestSignUpSettings_Get
TestSignUpSettings_Update
TestSignUpSettings_CreateOrUpdate
TestDelegationSettings_GetEntityTag
TestDelegationSettings_Get
TestDelegationSettings_Update
TestDelegationSettings_CreateOrUpdate
TestDelegationSettings_ListSecrets
TestPrivateEndpointConnection_ListByService
TestPrivateEndpointConnection_GetByName
TestPrivateEndpointConnection_CreateOrUpdate
TestPrivateEndpointConnection_Delete
TestPrivateEndpointConnection_ListPrivateLinkResources
TestPrivateEndpointConnection_GetPrivateLinkResource
TestProduct_ListByService
TestProduct_GetEntityTag
TestProduct_Get
TestProduct_CreateOrUpdate
TestProduct_Update
TestProduct_Delete
TestProduct_ListByTags
TestProductAPI_ListByProduct
TestProductAPI_CheckEntityExists
TestProductAPI_CreateOrUpdate
TestProductAPI_Delete
TestProductGroup_ListByProduct
TestProductGroup_CheckEntityExists
TestProductGroup_CreateOrUpdate
TestProductGroup_Delete
TestProductSubscriptions_List
TestProductPolicy_ListByProduct
TestProductPolicy_GetEntityTag
TestProductPolicy_Get
TestProductPolicy_CreateOrUpdate
TestProductPolicy_Delete
TestQuotaByCounterKeys_ListByService
TestQuotaByCounterKeys_Update
TestQuotaByPeriodKeys_Get
TestQuotaByPeriodKeys_Update
TestRegion_ListByService
TestReports_ListByUser
TestReports_ListByOperation
TestReports_ListByProduct
TestReports_ListByGeo
TestReports_ListBySubscription
TestReports_ListByTime
TestReports_ListByRequest
TestGlobalSchema_ListByService
TestGlobalSchema_GetEntityTag
TestGlobalSchema_Get
TestGlobalSchema_CreateOrUpdate
TestGlobalSchema_Delete
TestTenantSettings_ListByService
TestTenantSettings_Get
TestAPIManagementSKUs_List
TestSubscription_List
TestSubscription_GetEntityTag
TestSubscription_Get
TestSubscription_CreateOrUpdate
TestSubscription_Update
TestSubscription_Delete
TestSubscription_RegeneratePrimaryKey
TestSubscription_RegenerateSecondaryKey
TestSubscription_ListSecrets
TestTagResource_ListByService
TestTenantAccess_ListByService
TestTenantAccess_GetEntityTag
TestTenantAccess_Get
TestTenantAccess_Create
TestTenantAccess_Update
TestTenantAccess_RegeneratePrimaryKey
TestTenantAccess_RegenerateSecondaryKey
TestTenantAccess_ListSecrets
TestTenantAccessGit_RegeneratePrimaryKey
TestTenantAccessGit_RegenerateSecondaryKey
TestTenantConfiguration_Deploy
TestTenantConfiguration_Save
TestTenantConfiguration_Validate
TestTenantConfiguration_GetSyncState
TestUser_ListByService
TestUser_GetEntityTag
TestUser_Get
TestUser_CreateOrUpdate
TestUser_Update
TestUser_Delete
TestUser_GetSharedAccessToken
TestUserGroup_List
TestUserSubscription_List
TestUserSubscription_Get
TestUserIdentities_List
TestUserConfirmationPassword_Send","","TestContentType_ListByService
TestContentType_Get
TestContentType_CreateOrUpdate","specification/apimanagement/resource-manager/Microsoft.ApiManagement/stable/2021-08-01/examples/ApiManagementListContentTypes.json
specification/apimanagement/resource-manager/Microsoft.ApiManagement/stable/2021-08-01/examples/ApiManagementGetContentType.json
specification/apimanagement/resource-manager/Microsoft.ApiManagement/stable/2021-08-01/examples/ApiManagementCreateContentType.json","Example response not match with schema
Example response not match with schema
Example response not match with schema","333","330","3","0","0.990990990990991","0.009009009009009009","0","66.5","×"
